stationname,parameter,date,hour,conc
Parque D.Pedro II,CO,2020-04-01,2,0.2
Parque D.Pedro II,CO,2020-04-01,3,0.1
Parque D.Pedro II,CO,2020-04-01,4,0.2
Parque D.Pedro II,CO,2020-04-01,5,0.2
Parque D.Pedro II,CO,2020-04-01,6,0.1
Parque D.Pedro II,CO,2020-04-01,7,0.1
Parque D.Pedro II,CO,2020-04-01,8,0.2
Parque D.Pedro II,CO,2020-04-01,9,0.2
Parque D.Pedro II,CO,2020-04-01,10,0.2
Parque D.Pedro II,CO,2020-04-01,11,0.2
Parque D.Pedro II,CO,2020-04-01,12,0.2
Parque D.Pedro II,CO,2020-04-01,13,0.2
Parque D.Pedro II,CO,2020-04-01,14,0.1
Parque D.Pedro II,CO,2020-04-01,15,0.1
Parque D.Pedro II,CO,2020-04-01,16,0.1
Parque D.Pedro II,CO,2020-04-01,17,0.1
Parque D.Pedro II,CO,2020-04-01,18,0.1
Parque D.Pedro II,CO,2020-04-01,19,0.2
Parque D.Pedro II,CO,2020-04-01,20,0.1
Parque D.Pedro II,CO,2020-04-01,21,0.1
Parque D.Pedro II,CO,2020-04-01,22,0.1
Parque D.Pedro II,CO,2020-04-01,23,0.1
Parque D.Pedro II,CO,2020-04-01,24,0.1
Parque D.Pedro II,CO,2020-04-02,1,0.1
Parque D.Pedro II,CO,2020-04-02,2,0.1
Parque D.Pedro II,CO,2020-04-02,3,0.1
Parque D.Pedro II,CO,2020-04-02,4,0.1
Parque D.Pedro II,CO,2020-04-02,5,0.1
Parque D.Pedro II,CO,2020-04-02,6,0.1
Parque D.Pedro II,CO,2020-04-02,7,0.2
Parque D.Pedro II,CO,2020-04-02,8,0.2
Parque D.Pedro II,CO,2020-04-02,9,0.3
Parque D.Pedro II,CO,2020-04-02,10,0.2
Parque D.Pedro II,CO,2020-04-02,11,0.1
Parque D.Pedro II,CO,2020-04-02,12,0.2
Parque D.Pedro II,CO,2020-04-02,13,0.1
Parque D.Pedro II,CO,2020-04-02,14,0.1
Parque D.Pedro II,CO,2020-04-02,15,0.1
Parque D.Pedro II,CO,2020-04-02,16,0.1
Parque D.Pedro II,CO,2020-04-02,17,0.1
Parque D.Pedro II,CO,2020-04-02,18,0.2
Parque D.Pedro II,CO,2020-04-02,19,0.2
Parque D.Pedro II,CO,2020-04-02,20,0.3
Parque D.Pedro II,CO,2020-04-02,21,0.4
Parque D.Pedro II,CO,2020-04-02,22,0.4
Parque D.Pedro II,CO,2020-04-02,23,0.3
Parque D.Pedro II,CO,2020-04-02,24,0.3
Parque D.Pedro II,CO,2020-04-03,1,0.3
Parque D.Pedro II,CO,2020-04-03,2,0.2
Parque D.Pedro II,CO,2020-04-03,3,0.2
Parque D.Pedro II,CO,2020-04-03,4,0.2
Parque D.Pedro II,CO,2020-04-03,5,0.2
Parque D.Pedro II,CO,2020-04-03,6,0.2
Parque D.Pedro II,CO,2020-04-03,7,0.3
Parque D.Pedro II,CO,2020-04-03,8,0.3
Parque D.Pedro II,CO,2020-04-03,9,0.3
Parque D.Pedro II,CO,2020-04-03,10,0.2
Parque D.Pedro II,CO,2020-04-03,11,0.2
Parque D.Pedro II,CO,2020-04-03,12,0.2
Parque D.Pedro II,CO,2020-04-03,13,0.2
Parque D.Pedro II,CO,2020-04-03,14,0.2
Parque D.Pedro II,CO,2020-04-03,15,0.2
Parque D.Pedro II,CO,2020-04-03,16,0.2
Parque D.Pedro II,CO,2020-04-03,17,0.2
Parque D.Pedro II,CO,2020-04-03,18,0.2
Parque D.Pedro II,CO,2020-04-03,19,0.1
Parque D.Pedro II,CO,2020-04-03,20,0.1
Parque D.Pedro II,CO,2020-04-03,21,0.1
Parque D.Pedro II,CO,2020-04-03,22,0.1
Parque D.Pedro II,CO,2020-04-03,23,0.1
Parque D.Pedro II,CO,2020-04-03,24,0.1
Parque D.Pedro II,CO,2020-04-04,1,0
Parque D.Pedro II,CO,2020-04-04,2,0
Parque D.Pedro II,CO,2020-04-04,3,0
Parque D.Pedro II,CO,2020-04-04,4,0
Parque D.Pedro II,CO,2020-04-04,5,0
Parque D.Pedro II,CO,2020-04-04,6,0
Parque D.Pedro II,CO,2020-04-04,7,0.1
Parque D.Pedro II,CO,2020-04-04,8,0.1
Parque D.Pedro II,CO,2020-04-04,9,0.1
Parque D.Pedro II,CO,2020-04-04,10,0.1
Parque D.Pedro II,CO,2020-04-04,11,0.1
Parque D.Pedro II,CO,2020-04-04,12,0.1
Parque D.Pedro II,CO,2020-04-04,13,0.1
Parque D.Pedro II,CO,2020-04-04,14,0.1
Parque D.Pedro II,CO,2020-04-04,15,0.1
Parque D.Pedro II,CO,2020-04-04,16,0.1
Parque D.Pedro II,CO,2020-04-04,17,0.1
Parque D.Pedro II,CO,2020-04-04,18,0.1
Parque D.Pedro II,CO,2020-04-04,19,0.1
Parque D.Pedro II,CO,2020-04-04,20,0.1
Parque D.Pedro II,CO,2020-04-04,21,0.1
Parque D.Pedro II,CO,2020-04-04,22,0.1
Parque D.Pedro II,CO,2020-04-04,23,0.1
Parque D.Pedro II,CO,2020-04-04,24,0.1
Parque D.Pedro II,CO,2020-04-05,1,0.1
Parque D.Pedro II,CO,2020-04-05,2,0.1
Parque D.Pedro II,CO,2020-04-05,3,0.1
Parque D.Pedro II,CO,2020-04-05,4,0.1
Parque D.Pedro II,CO,2020-04-05,5,0.1
Parque D.Pedro II,CO,2020-04-05,6,0.1
Parque D.Pedro II,CO,2020-04-05,7,0.1
Parque D.Pedro II,CO,2020-04-05,8,0.1
Parque D.Pedro II,CO,2020-04-05,9,0.1
Parque D.Pedro II,CO,2020-04-05,10,0.1
Parque D.Pedro II,CO,2020-04-05,11,0.1
Parque D.Pedro II,CO,2020-04-05,12,0.1
Parque D.Pedro II,CO,2020-04-05,13,0.1
Parque D.Pedro II,CO,2020-04-05,14,0.1
Parque D.Pedro II,CO,2020-04-05,15,0.1
Parque D.Pedro II,CO,2020-04-05,16,0.1
Parque D.Pedro II,CO,2020-04-05,17,0.2
Parque D.Pedro II,CO,2020-04-05,18,0.2
Parque D.Pedro II,CO,2020-04-05,19,0.1
Parque D.Pedro II,CO,2020-04-05,20,0.1
Parque D.Pedro II,CO,2020-04-05,21,0.1
Parque D.Pedro II,CO,2020-04-05,22,0.1
Parque D.Pedro II,CO,2020-04-05,23,0.2
Parque D.Pedro II,CO,2020-04-05,24,0.2
Parque D.Pedro II,CO,2020-04-06,1,0.2
Parque D.Pedro II,CO,2020-04-06,2,0.2
Parque D.Pedro II,CO,2020-04-06,3,0.1
Parque D.Pedro II,CO,2020-04-06,4,0.1
Parque D.Pedro II,CO,2020-04-06,5,0.1
Parque D.Pedro II,CO,2020-04-06,6,0.1
Parque D.Pedro II,CO,2020-04-06,7,0.2
Parque D.Pedro II,CO,2020-04-06,8,0.2
Parque D.Pedro II,CO,2020-04-06,9,0.3
Parque D.Pedro II,CO,2020-04-06,10,0.3
Parque D.Pedro II,CO,2020-04-06,11,0.3
Parque D.Pedro II,CO,2020-04-06,12,0.2
Parque D.Pedro II,CO,2020-04-06,13,0.2
Parque D.Pedro II,CO,2020-04-06,14,0.2
Parque D.Pedro II,CO,2020-04-06,15,0.2
Parque D.Pedro II,CO,2020-04-06,16,0.2
Parque D.Pedro II,CO,2020-04-06,17,0.2
Parque D.Pedro II,CO,2020-04-06,18,0.2
Parque D.Pedro II,CO,2020-04-06,19,0.4
Parque D.Pedro II,CO,2020-04-06,20,0.5
Parque D.Pedro II,CO,2020-04-06,21,0.6
Parque D.Pedro II,CO,2020-04-06,22,1.2
Parque D.Pedro II,CO,2020-04-06,23,0.6
Parque D.Pedro II,CO,2020-04-06,24,0.2
Parque D.Pedro II,CO,2020-04-07,1,0.1
Parque D.Pedro II,CO,2020-04-07,2,0.1
Parque D.Pedro II,CO,2020-04-07,3,0.1
Parque D.Pedro II,CO,2020-04-07,4,0.1
Parque D.Pedro II,CO,2020-04-07,5,0.1
Parque D.Pedro II,CO,2020-04-07,6,0.2
Parque D.Pedro II,CO,2020-04-07,7,0.2
Parque D.Pedro II,CO,2020-04-07,8,0.2
Parque D.Pedro II,CO,2020-04-07,9,0.3
Parque D.Pedro II,CO,2020-04-07,10,0.3
Parque D.Pedro II,CO,2020-04-07,11,0.2
Parque D.Pedro II,CO,2020-04-07,12,0.2
Parque D.Pedro II,CO,2020-04-07,13,0.1
Parque D.Pedro II,CO,2020-04-07,14,0.2
Parque D.Pedro II,CO,2020-04-07,15,0.1
Parque D.Pedro II,CO,2020-04-07,16,0.1
Parque D.Pedro II,CO,2020-04-07,17,0.2
Parque D.Pedro II,CO,2020-04-07,18,0.2
Parque D.Pedro II,CO,2020-04-07,19,0.2
Parque D.Pedro II,CO,2020-04-07,20,0.2
Parque D.Pedro II,CO,2020-04-07,21,0.1
Parque D.Pedro II,CO,2020-04-07,22,0.1
Parque D.Pedro II,CO,2020-04-07,23,0.1
Parque D.Pedro II,CO,2020-04-07,24,0.1
Parque D.Pedro II,CO,2020-04-08,1,0
Parque D.Pedro II,CO,2020-04-08,2,0
Parque D.Pedro II,CO,2020-04-08,3,0
Parque D.Pedro II,CO,2020-04-08,4,0
Parque D.Pedro II,CO,2020-04-08,5,0
Parque D.Pedro II,CO,2020-04-08,6,0
Parque D.Pedro II,CO,2020-04-08,7,0.1
Parque D.Pedro II,CO,2020-04-08,8,0.1
Parque D.Pedro II,CO,2020-04-08,9,0.1
Parque D.Pedro II,CO,2020-04-08,10,0.1
Parque D.Pedro II,CO,2020-04-08,11,0.1
Parque D.Pedro II,CO,2020-04-08,12,0.1
Parque D.Pedro II,CO,2020-04-08,13,0.1
Parque D.Pedro II,CO,2020-04-08,14,0.1
Parque D.Pedro II,CO,2020-04-08,15,0.1
Parque D.Pedro II,CO,2020-04-08,16,0.1
Parque D.Pedro II,CO,2020-04-08,17,0.1
Parque D.Pedro II,CO,2020-04-08,18,0.1
Parque D.Pedro II,CO,2020-04-08,19,0.2
Parque D.Pedro II,CO,2020-04-08,20,0.2
Parque D.Pedro II,CO,2020-04-08,21,0.1
Parque D.Pedro II,CO,2020-04-08,22,0.1
Parque D.Pedro II,CO,2020-04-08,23,0.1
Parque D.Pedro II,CO,2020-04-08,24,0.1
Parque D.Pedro II,CO,2020-04-09,1,0.1
Parque D.Pedro II,CO,2020-04-09,2,0
Parque D.Pedro II,CO,2020-04-09,3,0
Parque D.Pedro II,CO,2020-04-09,4,0.1
Parque D.Pedro II,CO,2020-04-09,5,0.1
Parque D.Pedro II,CO,2020-04-09,6,0.1
Parque D.Pedro II,CO,2020-04-09,7,0.1
Parque D.Pedro II,CO,2020-04-09,8,0.1
Parque D.Pedro II,CO,2020-04-09,9,0.1
Parque D.Pedro II,CO,2020-04-09,10,0.1
Parque D.Pedro II,CO,2020-04-09,11,0.1
Parque D.Pedro II,CO,2020-04-09,12,0.1
Parque D.Pedro II,CO,2020-04-09,13,0.1
Parque D.Pedro II,CO,2020-04-09,14,0.1
Parque D.Pedro II,CO,2020-04-09,15,0.1
Parque D.Pedro II,CO,2020-04-09,16,0.1
Parque D.Pedro II,CO,2020-04-09,17,0.1
Parque D.Pedro II,CO,2020-04-09,18,0.1
Parque D.Pedro II,CO,2020-04-09,19,0.1
Parque D.Pedro II,CO,2020-04-09,20,0.1
Parque D.Pedro II,CO,2020-04-09,21,0.1
Parque D.Pedro II,CO,2020-04-09,22,0.1
Parque D.Pedro II,CO,2020-04-09,23,0.1
Parque D.Pedro II,CO,2020-04-09,24,0.1
Parque D.Pedro II,CO,2020-04-10,1,0.1
Parque D.Pedro II,CO,2020-04-10,2,0.1
Parque D.Pedro II,CO,2020-04-10,3,0.1
Parque D.Pedro II,CO,2020-04-10,4,0
Parque D.Pedro II,CO,2020-04-10,5,0.1
Parque D.Pedro II,CO,2020-04-10,6,0.1
Parque D.Pedro II,CO,2020-04-10,7,0.1
Parque D.Pedro II,CO,2020-04-10,8,0.1
Parque D.Pedro II,CO,2020-04-10,9,0.1
Parque D.Pedro II,CO,2020-04-10,10,0.1
Parque D.Pedro II,CO,2020-04-10,11,0.1
Parque D.Pedro II,CO,2020-04-10,12,0.1
Parque D.Pedro II,CO,2020-04-10,13,0.1
Parque D.Pedro II,CO,2020-04-10,14,0.1
Parque D.Pedro II,CO,2020-04-10,15,0.1
Parque D.Pedro II,CO,2020-04-10,16,0.1
Parque D.Pedro II,CO,2020-04-10,17,0.1
Parque D.Pedro II,CO,2020-04-10,18,0.1
Parque D.Pedro II,CO,2020-04-10,19,0.1
Parque D.Pedro II,CO,2020-04-10,20,0.1
Parque D.Pedro II,CO,2020-04-10,21,0.1
Parque D.Pedro II,CO,2020-04-10,22,0.1
Parque D.Pedro II,CO,2020-04-10,23,0.1
Parque D.Pedro II,CO,2020-04-10,24,0.1
Parque D.Pedro II,CO,2020-04-11,1,0.1
Parque D.Pedro II,CO,2020-04-11,2,0.1
Parque D.Pedro II,CO,2020-04-11,3,0.1
Parque D.Pedro II,CO,2020-04-11,4,0.1
Parque D.Pedro II,CO,2020-04-11,5,0.1
Parque D.Pedro II,CO,2020-04-11,6,0.1
Parque D.Pedro II,CO,2020-04-11,7,0.1
Parque D.Pedro II,CO,2020-04-11,8,0.1
Parque D.Pedro II,CO,2020-04-11,9,0.1
Parque D.Pedro II,CO,2020-04-11,10,0.1
Parque D.Pedro II,CO,2020-04-11,11,0.1
Parque D.Pedro II,CO,2020-04-11,12,0.1
Parque D.Pedro II,CO,2020-04-11,13,0.1
Parque D.Pedro II,CO,2020-04-11,14,0.1
Parque D.Pedro II,CO,2020-04-11,15,0.1
Parque D.Pedro II,CO,2020-04-11,16,0.1
Parque D.Pedro II,CO,2020-04-11,17,0.1
Parque D.Pedro II,CO,2020-04-11,18,0.1
Parque D.Pedro II,CO,2020-04-11,19,0.1
Parque D.Pedro II,CO,2020-04-11,20,0.1
Parque D.Pedro II,CO,2020-04-11,21,0.1
Parque D.Pedro II,CO,2020-04-11,22,0.1
Parque D.Pedro II,CO,2020-04-11,23,0.1
Parque D.Pedro II,CO,2020-04-11,24,0.1
Parque D.Pedro II,CO,2020-04-12,1,0.1
Parque D.Pedro II,CO,2020-04-12,2,0.1
Parque D.Pedro II,CO,2020-04-12,3,0
Parque D.Pedro II,CO,2020-04-12,4,0
Parque D.Pedro II,CO,2020-04-12,5,0
Parque D.Pedro II,CO,2020-04-12,6,0.1
Parque D.Pedro II,CO,2020-04-12,7,0.1
Parque D.Pedro II,CO,2020-04-12,8,0.1
Parque D.Pedro II,CO,2020-04-12,9,0.1
Parque D.Pedro II,CO,2020-04-12,10,0
Parque D.Pedro II,CO,2020-04-12,11,0
Parque D.Pedro II,CO,2020-04-12,12,0.1
Parque D.Pedro II,CO,2020-04-12,13,0.1
Parque D.Pedro II,CO,2020-04-12,14,0.1
Parque D.Pedro II,CO,2020-04-12,15,0.1
Parque D.Pedro II,CO,2020-04-12,16,0.1
Parque D.Pedro II,CO,2020-04-12,17,0.1
Parque D.Pedro II,CO,2020-04-12,18,0.1
Parque D.Pedro II,CO,2020-04-12,19,0.1
Parque D.Pedro II,CO,2020-04-12,20,0.1
Parque D.Pedro II,CO,2020-04-12,21,0.1
Parque D.Pedro II,CO,2020-04-12,22,0.1
Parque D.Pedro II,CO,2020-04-12,23,0.1
Parque D.Pedro II,CO,2020-04-12,24,0.1
Parque D.Pedro II,CO,2020-04-13,1,0
Parque D.Pedro II,CO,2020-04-13,2,0.1
Parque D.Pedro II,CO,2020-04-13,3,0.1
Parque D.Pedro II,CO,2020-04-13,4,0.1
Parque D.Pedro II,CO,2020-04-13,5,0.1
Parque D.Pedro II,CO,2020-04-13,6,0.1
Parque D.Pedro II,CO,2020-04-13,7,0.1
Parque D.Pedro II,CO,2020-04-13,8,0.2
Parque D.Pedro II,CO,2020-04-13,9,0.1
Parque D.Pedro II,CO,2020-04-13,10,0.1
Parque D.Pedro II,CO,2020-04-13,11,0.2
Parque D.Pedro II,CO,2020-04-13,12,0.2
Parque D.Pedro II,CO,2020-04-13,13,0.2
Parque D.Pedro II,CO,2020-04-13,14,0.2
Parque D.Pedro II,CO,2020-04-13,15,0.2
Parque D.Pedro II,CO,2020-04-13,16,0.2
Parque D.Pedro II,CO,2020-04-13,17,0.2
Parque D.Pedro II,CO,2020-04-13,18,0.1
Parque D.Pedro II,CO,2020-04-13,19,0.2
Parque D.Pedro II,CO,2020-04-13,20,0.2
Parque D.Pedro II,CO,2020-04-13,21,0.1
Parque D.Pedro II,CO,2020-04-13,22,0.2
Parque D.Pedro II,CO,2020-04-13,23,0.1
Parque D.Pedro II,CO,2020-04-13,24,0.1
Parque D.Pedro II,CO,2020-04-14,1,0.2
Parque D.Pedro II,CO,2020-04-14,2,0.1
Parque D.Pedro II,CO,2020-04-14,3,0.1
Parque D.Pedro II,CO,2020-04-14,4,0.1
Parque D.Pedro II,CO,2020-04-14,5,0.1
Parque D.Pedro II,CO,2020-04-14,6,0.1
Parque D.Pedro II,CO,2020-04-14,7,0.1
Parque D.Pedro II,CO,2020-04-14,8,0.2
Parque D.Pedro II,CO,2020-04-14,9,0.3
Parque D.Pedro II,CO,2020-04-14,10,0.3
Parque D.Pedro II,CO,2020-04-14,11,0.3
Parque D.Pedro II,CO,2020-04-14,12,0.2
Parque D.Pedro II,CO,2020-04-14,13,0.2
Parque D.Pedro II,CO,2020-04-14,14,0.2
Parque D.Pedro II,CO,2020-04-14,15,0.2
Parque D.Pedro II,CO,2020-04-14,16,0.2
Parque D.Pedro II,CO,2020-04-14,17,0.2
Parque D.Pedro II,CO,2020-04-14,18,0.2
Parque D.Pedro II,CO,2020-04-14,19,0.3
Parque D.Pedro II,CO,2020-04-14,20,0.3
Parque D.Pedro II,CO,2020-04-14,21,0.4
Parque D.Pedro II,CO,2020-04-14,22,0.3
Parque D.Pedro II,CO,2020-04-14,23,0.3
Parque D.Pedro II,CO,2020-04-14,24,0.2
Parque D.Pedro II,CO,2020-04-15,1,0.2
Parque D.Pedro II,CO,2020-04-15,2,0.2
Parque D.Pedro II,CO,2020-04-15,3,0.2
Parque D.Pedro II,CO,2020-04-15,4,0.2
Parque D.Pedro II,CO,2020-04-15,5,0.2
Parque D.Pedro II,CO,2020-04-15,6,0.2
Parque D.Pedro II,CO,2020-04-15,7,0.2
Parque D.Pedro II,CO,2020-04-15,8,0.2
Parque D.Pedro II,CO,2020-04-15,9,0.2
Parque D.Pedro II,CO,2020-04-15,10,0.2
Parque D.Pedro II,CO,2020-04-15,11,0.2
Parque D.Pedro II,CO,2020-04-15,12,0.1
Parque D.Pedro II,CO,2020-04-15,13,0.1
Parque D.Pedro II,CO,2020-04-15,14,0.1
Parque D.Pedro II,CO,2020-04-15,15,0.1
Parque D.Pedro II,CO,2020-04-15,16,0.1
Parque D.Pedro II,CO,2020-04-15,17,0.2
Parque D.Pedro II,CO,2020-04-15,18,0.2
Parque D.Pedro II,CO,2020-04-15,19,0.2
Parque D.Pedro II,CO,2020-04-15,20,0.2
Parque D.Pedro II,CO,2020-04-15,21,0.3
Parque D.Pedro II,CO,2020-04-15,22,0.3
Parque D.Pedro II,CO,2020-04-15,23,0.3
Parque D.Pedro II,CO,2020-04-15,24,0.3
Parque D.Pedro II,CO,2020-04-16,1,0.3
Parque D.Pedro II,CO,2020-04-16,2,0.5
Parque D.Pedro II,CO,2020-04-16,3,0.4
Parque D.Pedro II,CO,2020-04-16,4,0.4
Parque D.Pedro II,CO,2020-04-16,5,0.6
Parque D.Pedro II,CO,2020-04-16,6,0.7
Parque D.Pedro II,CO,2020-04-16,7,0.3
Parque D.Pedro II,CO,2020-04-16,8,0.3
Parque D.Pedro II,CO,2020-04-16,9,0.3
Parque D.Pedro II,CO,2020-04-16,10,0.2
Parque D.Pedro II,CO,2020-04-16,11,0.2
Parque D.Pedro II,CO,2020-04-16,12,0.2
Parque D.Pedro II,CO,2020-04-16,13,0.2
Parque D.Pedro II,CO,2020-04-16,14,0.2
Parque D.Pedro II,CO,2020-04-16,15,0.2
Parque D.Pedro II,CO,2020-04-16,16,0.1
Parque D.Pedro II,CO,2020-04-16,17,0.2
Parque D.Pedro II,CO,2020-04-16,18,0.2
Parque D.Pedro II,CO,2020-04-16,19,0.2
Parque D.Pedro II,CO,2020-04-16,20,0.2
Parque D.Pedro II,CO,2020-04-16,21,0.2
Parque D.Pedro II,CO,2020-04-16,22,0.1
Parque D.Pedro II,CO,2020-04-16,23,0.1
Parque D.Pedro II,CO,2020-04-16,24,0.1
Parque D.Pedro II,CO,2020-04-17,1,0.1
Parque D.Pedro II,CO,2020-04-17,2,0.1
Parque D.Pedro II,CO,2020-04-17,3,0.1
Parque D.Pedro II,CO,2020-04-17,4,0.1
Parque D.Pedro II,CO,2020-04-17,5,0.1
Parque D.Pedro II,CO,2020-04-17,6,0.1
Parque D.Pedro II,CO,2020-04-17,7,0.1
Parque D.Pedro II,CO,2020-04-17,8,0.1
Parque D.Pedro II,CO,2020-04-17,9,0.1
Parque D.Pedro II,CO,2020-04-17,10,0.1
Parque D.Pedro II,CO,2020-04-17,11,0.1
Parque D.Pedro II,CO,2020-04-17,12,0.1
Parque D.Pedro II,CO,2020-04-17,13,0.1
Parque D.Pedro II,CO,2020-04-17,14,0.1
Parque D.Pedro II,CO,2020-04-17,15,0.1
Parque D.Pedro II,CO,2020-04-17,16,0.1
Parque D.Pedro II,CO,2020-04-17,17,0.1
Parque D.Pedro II,CO,2020-04-17,18,0.1
Parque D.Pedro II,CO,2020-04-17,19,0.2
Parque D.Pedro II,CO,2020-04-17,20,0.1
Parque D.Pedro II,CO,2020-04-17,21,0.1
Parque D.Pedro II,CO,2020-04-17,22,0.1
Parque D.Pedro II,CO,2020-04-17,23,0.1
Parque D.Pedro II,CO,2020-04-17,24,0.1
Parque D.Pedro II,CO,2020-04-18,1,0.1
Parque D.Pedro II,CO,2020-04-18,2,0.1
Parque D.Pedro II,CO,2020-04-18,3,0.1
Parque D.Pedro II,CO,2020-04-18,4,0
Parque D.Pedro II,CO,2020-04-18,5,0.1
Parque D.Pedro II,CO,2020-04-18,6,0.1
Parque D.Pedro II,CO,2020-04-18,7,0.1
Parque D.Pedro II,CO,2020-04-18,8,0.1
Parque D.Pedro II,CO,2020-04-18,9,0.2
Parque D.Pedro II,CO,2020-04-18,10,0.2
Parque D.Pedro II,CO,2020-04-18,11,0.2
Parque D.Pedro II,CO,2020-04-18,12,0.1
Parque D.Pedro II,CO,2020-04-18,13,0.1
Parque D.Pedro II,CO,2020-04-18,14,0.1
Parque D.Pedro II,CO,2020-04-18,15,0.1
Parque D.Pedro II,CO,2020-04-18,16,0.1
Parque D.Pedro II,CO,2020-04-18,17,
Parque D.Pedro II,CO,2020-04-18,18,
Parque D.Pedro II,CO,2020-04-18,19,
Parque D.Pedro II,CO,2020-04-18,20,
Parque D.Pedro II,CO,2020-04-18,21,
Parque D.Pedro II,CO,2020-04-18,22,
Parque D.Pedro II,CO,2020-04-18,23,
Parque D.Pedro II,CO,2020-04-18,24,
Parelheiros,CO,2020-04-01,1,0.2
Parelheiros,CO,2020-04-01,2,0.2
Parelheiros,CO,2020-04-01,3,0.1
Parelheiros,CO,2020-04-01,4,0.1
Parelheiros,CO,2020-04-01,5,
Parelheiros,CO,2020-04-01,6,0.1
Parelheiros,CO,2020-04-01,7,0.2
Parelheiros,CO,2020-04-01,8,0.2
Parelheiros,CO,2020-04-01,9,0.2
Parelheiros,CO,2020-04-01,10,0.3
Parelheiros,CO,2020-04-01,11,0.3
Parelheiros,CO,2020-04-01,12,0.2
Parelheiros,CO,2020-04-01,13,0.2
Parelheiros,CO,2020-04-01,14,0.2
Parelheiros,CO,2020-04-01,15,0.2
Parelheiros,CO,2020-04-01,16,0.2
Parelheiros,CO,2020-04-01,17,0.2
Parelheiros,CO,2020-04-01,18,0.3
Parelheiros,CO,2020-04-01,19,0.2
Parelheiros,CO,2020-04-01,20,0.2
Parelheiros,CO,2020-04-01,21,0.2
Parelheiros,CO,2020-04-01,22,0.3
Parelheiros,CO,2020-04-01,23,0.3
Parelheiros,CO,2020-04-01,24,0.3
Parelheiros,CO,2020-04-02,1,0.2
Parelheiros,CO,2020-04-02,2,0.2
Parelheiros,CO,2020-04-02,3,0.2
Parelheiros,CO,2020-04-02,4,0.2
Parelheiros,CO,2020-04-02,5,
Parelheiros,CO,2020-04-02,6,0.4
Parelheiros,CO,2020-04-02,7,0.5
Parelheiros,CO,2020-04-02,8,0.7
Parelheiros,CO,2020-04-02,9,0.7
Parelheiros,CO,2020-04-02,10,0.6
Parelheiros,CO,2020-04-02,11,0.5
Parelheiros,CO,2020-04-02,12,0.5
Parelheiros,CO,2020-04-02,13,0.5
Parelheiros,CO,2020-04-02,14,0.5
Parelheiros,CO,2020-04-02,15,0.4
Parelheiros,CO,2020-04-02,16,0.5
Parelheiros,CO,2020-04-02,17,0.6
Parelheiros,CO,2020-04-02,18,0.6
Parelheiros,CO,2020-04-02,19,0.8
Parelheiros,CO,2020-04-02,20,0.9
Parelheiros,CO,2020-04-02,21,1
Parelheiros,CO,2020-04-02,22,0.9
Parelheiros,CO,2020-04-02,23,0.7
Parelheiros,CO,2020-04-02,24,0.6
Parelheiros,CO,2020-04-03,1,0.4
Parelheiros,CO,2020-04-03,2,0.4
Parelheiros,CO,2020-04-03,3,0.3
Parelheiros,CO,2020-04-03,4,0.3
Parelheiros,CO,2020-04-03,5,
Parelheiros,CO,2020-04-03,6,0.4
Parelheiros,CO,2020-04-03,7,0.4
Parelheiros,CO,2020-04-03,8,0.5
Parelheiros,CO,2020-04-03,9,0.5
Parelheiros,CO,2020-04-03,10,0.5
Parelheiros,CO,2020-04-03,11,0.5
Parelheiros,CO,2020-04-03,12,0.5
Parelheiros,CO,2020-04-03,13,0.4
Parelheiros,CO,2020-04-03,14,0.3
Parelheiros,CO,2020-04-03,15,0.3
Parelheiros,CO,2020-04-03,16,0.3
Parelheiros,CO,2020-04-03,17,0.2
Parelheiros,CO,2020-04-03,18,0.2
Parelheiros,CO,2020-04-03,19,0.3
Parelheiros,CO,2020-04-03,20,0.4
Parelheiros,CO,2020-04-03,21,0.3
Parelheiros,CO,2020-04-03,22,0.2
Parelheiros,CO,2020-04-03,23,0.2
Parelheiros,CO,2020-04-03,24,0.2
Parelheiros,CO,2020-04-04,1,0.1
Parelheiros,CO,2020-04-04,2,0.1
Parelheiros,CO,2020-04-04,3,0.1
Parelheiros,CO,2020-04-04,4,0.1
Parelheiros,CO,2020-04-04,5,
Parelheiros,CO,2020-04-04,6,0.1
Parelheiros,CO,2020-04-04,7,0.4
Parelheiros,CO,2020-04-04,8,0.2
Parelheiros,CO,2020-04-04,9,0.1
Parelheiros,CO,2020-04-04,10,0.1
Parelheiros,CO,2020-04-04,11,0.1
Parelheiros,CO,2020-04-04,12,0.2
Parelheiros,CO,2020-04-04,13,0.2
Parelheiros,CO,2020-04-04,14,0.2
Parelheiros,CO,2020-04-04,15,0.1
Parelheiros,CO,2020-04-04,16,0.2
Parelheiros,CO,2020-04-04,17,0.1
Parelheiros,CO,2020-04-04,18,0.2
Parelheiros,CO,2020-04-04,19,0.2
Parelheiros,CO,2020-04-04,20,0.3
Parelheiros,CO,2020-04-04,21,0.2
Parelheiros,CO,2020-04-04,22,0.2
Parelheiros,CO,2020-04-04,23,0.2
Parelheiros,CO,2020-04-04,24,0.2
Parelheiros,CO,2020-04-05,1,0.3
Parelheiros,CO,2020-04-05,2,0.2
Parelheiros,CO,2020-04-05,3,0.1
Parelheiros,CO,2020-04-05,4,0.2
Parelheiros,CO,2020-04-05,5,
Parelheiros,CO,2020-04-05,6,0.1
Parelheiros,CO,2020-04-05,7,0.2
Parelheiros,CO,2020-04-05,8,0.2
Parelheiros,CO,2020-04-05,9,0.2
